#    L    TT             EE             TE             PP             TP          
   321   0.326746E+04   0.126378E+02   0.115757E+03   0.136182E+07   0.863232E+03
   322   0.323511E+04   0.128203E+02   0.115309E+03   0.135651E+07   0.855138E+03
   323   0.320291E+04   0.130026E+02   0.114825E+03   0.135123E+07   0.847108E+03
   324   0.317085E+04   0.131845E+02   0.114304E+03   0.134598E+07   0.839140E+03
   325   0.313896E+04   0.133660E+02   0.113747E+03   0.134076E+07   0.831236E+03
   326   0.310724E+04   0.135471E+02   0.113154E+03   0.133557E+07   0.823394E+03
   327   0.307569E+04   0.137277E+02   0.112524E+03   0.133041E+07   0.815615E+03
   328   0.304434E+04   0.139076E+02   0.111858E+03   0.132528E+07   0.807900E+03
   329   0.301317E+04   0.140868E+02   0.111157E+03   0.132018E+07   0.800247E+03
   330   0.298222E+04   0.142653E+02   0.110420E+03   0.131510E+07   0.792658E+03
   331   0.295148E+04   0.144429E+02   0.109649E+03   0.131006E+07   0.785133E+03
   332   0.292095E+04   0.146197E+02   0.108842E+03   0.130504E+07   0.777670E+03
   333   0.289065E+04   0.147956E+02   0.108001E+03   0.130005E+07   0.770272E+03
   334   0.286059E+04   0.149704E+02   0.107125E+03   0.129509E+07   0.762936E+03
   335   0.283078E+04   0.151440E+02   0.106216E+03   0.129015E+07   0.755665E+03
   336   0.280122E+04   0.153165E+02   0.105273E+03   0.128525E+07   0.748457E+03
   337   0.277192E+04   0.154879E+02   0.104297E+03   0.128036E+07   0.741313E+03
   338   0.274288E+04   0.156579E+02   0.103288E+03   0.127551E+07   0.734232E+03
   339   0.271412E+04   0.158265E+02   0.102248E+03   0.127068E+07   0.727216E+03
   340   0.268565E+04   0.159939E+02   0.101176E+03   0.126588E+07   0.720264E+03
   341   0.265747E+04   0.161596E+02   0.100073E+03   0.126110E+07   0.713375E+03
   342   0.262958E+04   0.163238E+02   0.989374E+02   0.125635E+07   0.706551E+03
   343   0.260199E+04   0.164863E+02   0.977720E+02   0.125163E+07   0.699791E+03
   344   0.257470E+04   0.166470E+02   0.965756E+02   0.124692E+07   0.693096E+03
   345   0.254772E+04   0.168060E+02   0.953491E+02   0.124225E+07   0.686464E+03
   346   0.252105E+04   0.169630E+02   0.940924E+02   0.123760E+07   0.679898E+03
   347   0.249470E+04   0.171181E+02   0.928062E+02   0.123297E+07   0.673395E+03
   348   0.246867E+04   0.172711E+02   0.914905E+02   0.122836E+07   0.666957E+03
   349   0.244297E+04   0.174220E+02   0.901475E+02   0.122378E+07   0.660584E+03
   350   0.241761E+04   0.175708E+02   0.887766E+02   0.121923E+07   0.654276E+03
   351   0.239260E+04   0.177175E+02   0.873791E+02   0.121469E+07   0.648032E+03
   352   0.236795E+04   0.178620E+02   0.859558E+02   0.121018E+07   0.641851E+03
   353   0.234365E+04   0.180042E+02   0.845066E+02   0.120569E+07   0.635732E+03
   354   0.231972E+04   0.181441E+02   0.830338E+02   0.120123E+07   0.629673E+03
   355   0.229616E+04   0.182815E+02   0.815366E+02   0.119679E+07   0.623672E+03
   356   0.227298E+04   0.184166E+02   0.800157E+02   0.119237E+07   0.617728E+03
   357   0.225018E+04   0.185491E+02   0.784718E+02   0.118797E+07   0.611839E+03
   358   0.222777E+04   0.186791E+02   0.769056E+02   0.118359E+07   0.606003E+03
   359   0.220574E+04   0.188063E+02   0.753171E+02   0.117924E+07   0.600220E+03
   360   0.218410E+04   0.189308E+02   0.737078E+02   0.117491E+07   0.594487E+03
   361   0.216285E+04   0.190525E+02   0.720766E+02   0.117060E+07   0.588803E+03
   362   0.214200E+04   0.191714E+02   0.704252E+02   0.116631E+07   0.583166E+03
   363   0.212156E+04   0.192873E+02   0.687544E+02   0.116204E+07   0.577574E+03
   364   0.210151E+04   0.194002E+02   0.670647E+02   0.115780E+07   0.572026E+03
   365   0.208188E+04   0.195102E+02   0.653568E+02   0.115357E+07   0.566521E+03
   366   0.206265E+04   0.196170E+02   0.636317E+02   0.114937E+07   0.561057E+03
   367   0.204385E+04   0.197208E+02   0.618900E+02   0.114518E+07   0.555631E+03
   368   0.202546E+04   0.198213E+02   0.601324E+02   0.114102E+07   0.550244E+03
   369   0.200748E+04   0.199188E+02   0.583597E+02   0.113688E+07   0.544892E+03
   370   0.198994E+04   0.200128E+02   0.565726E+02   0.113276E+07   0.539574E+03
   371   0.197282E+04   0.201037E+02   0.547719E+02   0.112866E+07   0.534289E+03
   372   0.195613E+04   0.201912E+02   0.529583E+02   0.112458E+07   0.529036E+03
   373   0.193986E+04   0.202753E+02   0.511325E+02   0.112052E+07   0.523811E+03
   374   0.192402E+04   0.203561E+02   0.492954E+02   0.111648E+07   0.518615E+03
   375   0.190861E+04   0.204334E+02   0.474474E+02   0.111246E+07   0.513445E+03
   376   0.189363E+04   0.205072E+02   0.455896E+02   0.110846E+07   0.508300E+03
   377   0.187908E+04   0.205775E+02   0.437224E+02   0.110448E+07   0.503178E+03
   378   0.186497E+04   0.206441E+02   0.418466E+02   0.110052E+07   0.498077E+03
   379   0.185129E+04   0.207071E+02   0.399631E+02   0.109657E+07   0.492997E+03
   380   0.183805E+04   0.207664E+02   0.380725E+02   0.109265E+07   0.487934E+03
   381   0.182524E+04   0.208221E+02   0.361754E+02   0.108875E+07   0.482888E+03
   382   0.181287E+04   0.208739E+02   0.342727E+02   0.108486E+07   0.477858E+03
   383   0.180094E+04   0.209220E+02   0.323652E+02   0.108099E+07   0.472841E+03
   384   0.178944E+04   0.209662E+02   0.304536E+02   0.107714E+07   0.467836E+03
   385   0.177837E+04   0.210067E+02   0.285388E+02   0.107331E+07   0.462841E+03
   386   0.176775E+04   0.210434E+02   0.266216E+02   0.106950E+07   0.457854E+03
   387   0.175756E+04   0.210763E+02   0.247027E+02   0.106571E+07   0.452875E+03
   388   0.174779E+04   0.211055E+02   0.227832E+02   0.106193E+07   0.447902E+03
   389   0.173846E+04   0.211309E+02   0.208636E+02   0.105818E+07   0.442932E+03
   390   0.172956E+04   0.211525E+02   0.189448E+02   0.105444E+07   0.437964E+03
   391   0.172109E+04   0.211702E+02   0.170277E+02   0.105071E+07   0.432998E+03
   392   0.171304E+04   0.211841E+02   0.151129E+02   0.104701E+07   0.428030E+03
   393   0.170542E+04   0.211941E+02   0.132012E+02   0.104332E+07   0.423060E+03
   394   0.169821E+04   0.212003E+02   0.112934E+02   0.103965E+07   0.418085E+03
   395   0.169143E+04   0.212025E+02   0.939018E+01   0.103600E+07   0.413105E+03
   396   0.168505E+04   0.212010E+02   0.749239E+01   0.103236E+07   0.408118E+03
   397   0.167909E+04   0.211954E+02   0.560075E+01   0.102874E+07   0.403121E+03
   398   0.167355E+04   0.211860E+02   0.371600E+01   0.102514E+07   0.398114E+03
   399   0.166842E+04   0.211727E+02   0.183888E+01   0.102155E+07   0.393095E+03
   400   0.166369E+04   0.211555E+02  -0.298529E-01   0.101798E+07   0.388062E+03
   401   0.165938E+04   0.211344E+02  -0.188947E+01   0.101443E+07   0.383015E+03
   402   0.165546E+04   0.211094E+02  -0.373921E+01   0.101089E+07   0.377954E+03
   403   0.165195E+04   0.210807E+02  -0.557833E+01   0.100737E+07   0.372881E+03
   404   0.164884E+04   0.210480E+02  -0.740605E+01   0.100386E+07   0.367798E+03
   405   0.164612E+04   0.210115E+02  -0.922163E+01   0.100037E+07   0.362707E+03
   406   0.164379E+04   0.209712E+02  -0.110244E+02   0.996901E+06   0.357610E+03
   407   0.164185E+04   0.209271E+02  -0.128135E+02   0.993443E+06   0.352509E+03
   408   0.164029E+04   0.208791E+02  -0.145881E+02   0.990000E+06   0.347405E+03
   409   0.163910E+04   0.208274E+02  -0.163477E+02   0.986574E+06   0.342300E+03
   410   0.163828E+04   0.207720E+02  -0.180912E+02   0.983162E+06   0.337197E+03
   411   0.163783E+04   0.207128E+02  -0.198184E+02   0.979767E+06   0.332096E+03
   412   0.163773E+04   0.206499E+02  -0.215283E+02   0.976386E+06   0.327000E+03
   413   0.163800E+04   0.205834E+02  -0.232204E+02   0.973021E+06   0.321911E+03
   414   0.163863E+04   0.205133E+02  -0.248941E+02   0.969672E+06   0.316830E+03
   415   0.163959E+04   0.204396E+02  -0.265487E+02   0.966337E+06   0.311759E+03
   416   0.164090E+04   0.203622E+02  -0.281837E+02   0.963018E+06   0.306701E+03
   417   0.164255E+04   0.202815E+02  -0.297983E+02   0.959714E+06   0.301656E+03
   418   0.164454E+04   0.201972E+02  -0.313920E+02   0.956424E+06   0.296627E+03
   419   0.164685E+04   0.201095E+02  -0.329640E+02   0.953150E+06   0.291615E+03
   420   0.164950E+04   0.200182E+02  -0.345137E+02   0.949891E+06   0.286623E+03
   421   0.165246E+04   0.199237E+02  -0.360406E+02   0.946646E+06   0.281652E+03
   422   0.165573E+04   0.198257E+02  -0.375439E+02   0.943416E+06   0.276704E+03
   423   0.165933E+04   0.197243E+02  -0.390230E+02   0.940200E+06   0.271781E+03
   424   0.166322E+04   0.196197E+02  -0.404773E+02   0.937000E+06   0.266884E+03
   425   0.166742E+04   0.195118E+02  -0.419063E+02   0.933813E+06   0.262016E+03
   426   0.167191E+04   0.194006E+02  -0.433097E+02   0.930641E+06   0.257179E+03
   427   0.167667E+04   0.192864E+02  -0.446870E+02   0.927484E+06   0.252373E+03
   428   0.168173E+04   0.191693E+02  -0.460377E+02   0.924340E+06   0.247602E+03
   429   0.168704E+04   0.190491E+02  -0.473615E+02   0.921211E+06   0.242866E+03
   430   0.169262E+04   0.189261E+02  -0.486578E+02   0.918096E+06   0.238168E+03
   431   0.169846E+04   0.188003E+02  -0.499264E+02   0.914995E+06   0.233509E+03
   432   0.170455E+04   0.186718E+02  -0.511668E+02   0.911908E+06   0.228892E+03
   433   0.171089E+04   0.185405E+02  -0.523784E+02   0.908835E+06   0.224318E+03
   434   0.171746E+04   0.184067E+02  -0.535610E+02   0.905776E+06   0.219788E+03
   435   0.172427E+04   0.182703E+02  -0.547139E+02   0.902731E+06   0.215306E+03
   436   0.173132E+04   0.181314E+02  -0.558369E+02   0.899699E+06   0.210872E+03
   437   0.173859E+04   0.179900E+02  -0.569295E+02   0.896681E+06   0.206488E+03
   438   0.174608E+04   0.178463E+02  -0.579912E+02   0.893676E+06   0.202157E+03
   439   0.175379E+04   0.177002E+02  -0.590217E+02   0.890685E+06   0.197880E+03
   440   0.176170E+04   0.175518E+02  -0.600207E+02   0.887707E+06   0.193658E+03
   441   0.176981E+04   0.174013E+02  -0.609879E+02   0.884743E+06   0.189495E+03
   442   0.177810E+04   0.172487E+02  -0.619230E+02   0.881792E+06   0.185391E+03
   443   0.178658E+04   0.170941E+02  -0.628256E+02   0.878854E+06   0.181348E+03
   444   0.179522E+04   0.169376E+02  -0.636954E+02   0.875929E+06   0.177369E+03
   445   0.180402E+04   0.167791E+02  -0.645322E+02   0.873017E+06   0.173454E+03
   446   0.181298E+04   0.166190E+02  -0.653357E+02   0.870119E+06   0.169607E+03
   447   0.182208E+04   0.164571E+02  -0.661060E+02   0.867233E+06   0.165828E+03
   448   0.183134E+04   0.162937E+02  -0.668427E+02   0.864360E+06   0.162119E+03
   449   0.184074E+04   0.161289E+02  -0.675459E+02   0.861500E+06   0.158483E+03
   450   0.185027E+04   0.159625E+02  -0.682153E+02   0.858652E+06   0.154921E+03
   451   0.185994E+04   0.157949E+02  -0.688510E+02   0.855817E+06   0.151435E+03
   452   0.186973E+04   0.156260E+02  -0.694526E+02   0.852995E+06   0.148024E+03
   453   0.187964E+04   0.154559E+02  -0.700200E+02   0.850185E+06   0.144687E+03
   454   0.188966E+04   0.152849E+02  -0.705530E+02   0.847387E+06   0.141423E+03
   455   0.189977E+04   0.151128E+02  -0.710513E+02   0.844602E+06   0.138231E+03
   456   0.190998E+04   0.149398E+02  -0.715148E+02   0.841830E+06   0.135111E+03
   457   0.192026E+04   0.147660E+02  -0.719432E+02   0.839069E+06   0.132062E+03
   458   0.193062E+04   0.145915E+02  -0.723362E+02   0.836321E+06   0.129081E+03
   459   0.194102E+04   0.144163E+02  -0.726940E+02   0.833585E+06   0.126170E+03
   460   0.195150E+04   0.142406E+02  -0.730165E+02   0.830861E+06   0.123326E+03
   461   0.196201E+04   0.140644E+02  -0.733029E+02   0.828149E+06   0.120549E+03
   462   0.197258E+04   0.138879E+02  -0.735556E+02   0.825449E+06   0.117838E+03
   463   0.198319E+04   0.137112E+02  -0.737730E+02   0.822760E+06   0.115192E+03
   464   0.199385E+04   0.135343E+02  -0.739557E+02   0.820084E+06   0.112610E+03
   465   0.200453E+04   0.133575E+02  -0.741039E+02   0.817420E+06   0.110091E+03
   466   0.201525E+04   0.131808E+02  -0.742182E+02   0.814767E+06   0.107634E+03
   467   0.202600E+04   0.130043E+02  -0.742978E+02   0.812126E+06   0.105238E+03
   468   0.203675E+04   0.128281E+02  -0.743435E+02   0.809496E+06   0.102903E+03
   469   0.204752E+04   0.126522E+02  -0.743552E+02   0.806878E+06   0.100627E+03
   470   0.205828E+04   0.124768E+02  -0.743330E+02   0.804272E+06   0.984095E+02
   471   0.206903E+04   0.123020E+02  -0.742760E+02   0.801677E+06   0.962497E+02
   472   0.207975E+04   0.121279E+02  -0.741858E+02   0.799093E+06   0.941466E+02
   473   0.209044E+04   0.119545E+02  -0.740607E+02   0.796521E+06   0.920992E+02
   474   0.210110E+04   0.117819E+02  -0.739031E+02   0.793959E+06   0.901066E+02
   475   0.211172E+04   0.116103E+02  -0.737115E+02   0.791410E+06   0.881679E+02
   476   0.212229E+04   0.114398E+02  -0.734865E+02   0.788871E+06   0.862822E+02
   477   0.213281E+04   0.112703E+02  -0.732288E+02   0.786343E+06   0.844486E+02
   478   0.214329E+04   0.111022E+02  -0.729385E+02   0.783826E+06   0.826661E+02
   479   0.215371E+04   0.109354E+02  -0.726166E+02   0.781321E+06   0.809338E+02
   480   0.216407E+04   0.107701E+02  -0.722624E+02   0.778826E+06   0.792507E+02
   481   0.217438E+04   0.106063E+02  -0.718767E+02   0.776342E+06   0.776161E+02
   482   0.218460E+04   0.104442E+02  -0.714597E+02   0.773868E+06   0.760289E+02
   483   0.219474E+04   0.102837E+02  -0.710119E+02   0.771406E+06   0.744883E+02
   484   0.220479E+04   0.101252E+02  -0.705335E+02   0.768954E+06   0.729932E+02
   485   0.221474E+04   0.996858E+01  -0.700248E+02   0.766513E+06   0.715428E+02
   486   0.222459E+04   0.981396E+01  -0.694863E+02   0.764082E+06   0.701362E+02
   487   0.223433E+04   0.966141E+01  -0.689182E+02   0.761662E+06   0.687725E+02
   488   0.224395E+04   0.951115E+01  -0.683210E+02   0.759252E+06   0.674507E+02
   489   0.225345E+04   0.936310E+01  -0.676953E+02   0.756853E+06   0.661698E+02
   490   0.226283E+04   0.921748E+01  -0.670414E+02   0.754463E+06   0.649291E+02
   491   0.227209E+04   0.907436E+01  -0.663600E+02   0.752085E+06   0.637275E+02
   492   0.228121E+04   0.893373E+01  -0.656513E+02   0.749716E+06   0.625642E+02
   493   0.229022E+04   0.879574E+01  -0.649161E+02   0.747357E+06   0.614382E+02
   494   0.229908E+04   0.866054E+01  -0.641545E+02   0.745009E+06   0.603486E+02
   495   0.230781E+04   0.852819E+01  -0.633674E+02   0.742670E+06   0.592944E+02
   496   0.231640E+04   0.839869E+01  -0.625551E+02   0.740342E+06   0.582748E+02
   497   0.232483E+04   0.827219E+01  -0.617181E+02   0.738023E+06   0.572889E+02
   498   0.233311E+04   0.814874E+01  -0.608570E+02   0.735714E+06   0.563357E+02
   499   0.234123E+04   0.802843E+01  -0.599724E+02   0.733415E+06   0.554143E+02
   500   0.234917E+04   0.791140E+01  -0.590646E+02   0.731125E+06   0.545237E+02
   501   0.235694E+04   0.779765E+01  -0.581342E+02   0.728846E+06   0.536632E+02
   502   0.236454E+04   0.768731E+01  -0.571821E+02   0.726576E+06   0.528324E+02
   503   0.237195E+04   0.758040E+01  -0.562085E+02   0.724315E+06   0.520310E+02
   504   0.237917E+04   0.747713E+01  -0.552144E+02   0.722064E+06   0.512587E+02
   505   0.238622E+04   0.737743E+01  -0.542004E+02   0.719823E+06   0.505153E+02
   506   0.239308E+04   0.728144E+01  -0.531670E+02   0.717590E+06   0.498005E+02
   507   0.239976E+04   0.718927E+01  -0.521150E+02   0.715368E+06   0.491139E+02
   508   0.240624E+04   0.710098E+01  -0.510450E+02   0.713155E+06   0.484554E+02
   509   0.241252E+04   0.701662E+01  -0.499576E+02   0.710951E+06   0.478246E+02
   510   0.241862E+04   0.693628E+01  -0.488537E+02   0.708756E+06   0.472213E+02
   511   0.242451E+04   0.686000E+01  -0.477336E+02   0.706571E+06   0.466452E+02
   512   0.243021E+04   0.678784E+01  -0.465982E+02   0.704395E+06   0.460960E+02
   513   0.243571E+04   0.671989E+01  -0.454482E+02   0.702228E+06   0.455734E+02
   514   0.244099E+04   0.665620E+01  -0.442840E+02   0.700070E+06   0.450772E+02
   515   0.244607E+04   0.659681E+01  -0.431066E+02   0.697921E+06   0.446071E+02
   516   0.245094E+04   0.654180E+01  -0.419165E+02   0.695782E+06   0.441628E+02
   517   0.245560E+04   0.649122E+01  -0.407144E+02   0.693651E+06   0.437441E+02
   518   0.246004E+04   0.644512E+01  -0.395010E+02   0.691530E+06   0.433506E+02
   519   0.246426E+04   0.640356E+01  -0.382772E+02   0.689417E+06   0.429821E+02
   520   0.246825E+04   0.636658E+01  -0.370434E+02   0.687314E+06   0.426384E+02
   521   0.247202E+04   0.633425E+01  -0.358006E+02   0.685219E+06   0.423190E+02
   522   0.247556E+04   0.630660E+01  -0.345493E+02   0.683133E+06   0.420239E+02
   523   0.247886E+04   0.628369E+01  -0.332902E+02   0.681056E+06   0.417526E+02
   524   0.248194E+04   0.626553E+01  -0.320241E+02   0.678988E+06   0.415049E+02
   525   0.248478E+04   0.625218E+01  -0.307517E+02   0.676928E+06   0.412805E+02
   526   0.248740E+04   0.624366E+01  -0.294737E+02   0.674877E+06   0.410792E+02
   527   0.248979E+04   0.624000E+01  -0.281908E+02   0.672835E+06   0.409007E+02
   528   0.249195E+04   0.624124E+01  -0.269038E+02   0.670802E+06   0.407447E+02
   529   0.249388E+04   0.624741E+01  -0.256132E+02   0.668777E+06   0.406109E+02
   530   0.249558E+04   0.625853E+01  -0.243199E+02   0.666760E+06   0.404991E+02
   531   0.249705E+04   0.627463E+01  -0.230247E+02   0.664752E+06   0.404089E+02
   532   0.249830E+04   0.629572E+01  -0.217284E+02   0.662753E+06   0.403402E+02
   533   0.249931E+04   0.632182E+01  -0.204316E+02   0.660762E+06   0.402926E+02
   534   0.250009E+04   0.635296E+01  -0.191352E+02   0.658779E+06   0.402658E+02
   535   0.250064E+04   0.638916E+01  -0.178399E+02   0.656805E+06   0.402596E+02
   536   0.250096E+04   0.643044E+01  -0.165466E+02   0.654839E+06   0.402737E+02
   537   0.250105E+04   0.647679E+01  -0.152559E+02   0.652882E+06   0.403078E+02
   538   0.250091E+04   0.652824E+01  -0.139685E+02   0.650932E+06   0.403617E+02
   539   0.250055E+04   0.658477E+01  -0.126853E+02   0.648991E+06   0.404350E+02
   540   0.249994E+04   0.664640E+01  -0.114068E+02   0.647058E+06   0.405275E+02
   541   0.249913E+04   0.671314E+01  -0.101339E+02   0.645133E+06   0.406390E+02
   542   0.249808E+04   0.678497E+01  -0.886717E+01   0.643216E+06   0.407690E+02
   543   0.249681E+04   0.686191E+01  -0.760740E+01   0.641308E+06   0.409175E+02
   544   0.249532E+04   0.694395E+01  -0.635526E+01   0.639407E+06   0.410840E+02
   545   0.249362E+04   0.703106E+01  -0.511141E+01   0.637514E+06   0.412684E+02
   546   0.249169E+04   0.712324E+01  -0.387650E+01   0.635629E+06   0.414703E+02
   547   0.248954E+04   0.722047E+01  -0.265121E+01   0.633752E+06   0.416894E+02
   548   0.248718E+04   0.732268E+01  -0.143618E+01   0.631883E+06   0.419256E+02
   549   0.248460E+04   0.743000E+01  -0.232095E+00   0.630022E+06   0.421784E+02
   550   0.248180E+04   0.754223E+01   0.960394E+00   0.628169E+06   0.424477E+02
