#    L    TT             EE             BB             TE          
   396   0.169874E+04   0.210623E+02   0.344367E-01   0.740308E+01
   397   0.169286E+04   0.210562E+02   0.345373E-01   0.553847E+01
   398   0.168739E+04   0.210463E+02   0.346384E-01   0.368093E+01
   399   0.168232E+04   0.210325E+02   0.347401E-01   0.183123E+01
   400   0.167766E+04   0.210149E+02   0.348424E-01  -0.992687E-02
   401   0.167340E+04   0.209935E+02   0.349452E-01  -0.184180E+01
   402   0.166954E+04   0.209683E+02   0.350486E-01  -0.366365E+01
   403   0.166607E+04   0.209393E+02   0.351527E-01  -0.547476E+01
   404   0.166300E+04   0.209066E+02   0.352574E-01  -0.727434E+01
   405   0.166032E+04   0.208700E+02   0.353627E-01  -0.906167E+01
   406   0.165801E+04   0.208297E+02   0.354687E-01  -0.108361E+02
   407   0.165609E+04   0.207857E+02   0.355753E-01  -0.125968E+02
   408   0.165454E+04   0.207379E+02   0.356827E-01  -0.143429E+02
   409   0.165336E+04   0.206865E+02   0.357907E-01  -0.160739E+02
   410   0.165255E+04   0.206314E+02   0.358995E-01  -0.177889E+02
   411   0.165209E+04   0.205727E+02   0.360090E-01  -0.194875E+02
   412   0.165198E+04   0.205103E+02   0.361192E-01  -0.211688E+02
   413   0.165224E+04   0.204443E+02   0.362302E-01  -0.228324E+02
   414   0.165284E+04   0.203748E+02   0.363419E-01  -0.244775E+02
   415   0.165377E+04   0.203018E+02   0.364544E-01  -0.261036E+02
   416   0.165505E+04   0.202253E+02   0.365677E-01  -0.277102E+02
   417   0.165666E+04   0.201454E+02   0.366818E-01  -0.292964E+02
   418   0.165859E+04   0.200621E+02   0.367966E-01  -0.308618E+02
   419   0.166085E+04   0.199754E+02   0.369123E-01  -0.324056E+02
   420   0.166344E+04   0.198853E+02   0.370288E-01  -0.339273E+02
   421   0.166633E+04   0.197920E+02   0.371462E-01  -0.354262E+02
   422   0.166953E+04   0.196953E+02   0.372644E-01  -0.369017E+02
   423   0.167305E+04   0.195953E+02   0.373834E-01  -0.383532E+02
   424   0.167686E+04   0.194921E+02   0.375033E-01  -0.397801E+02
   425   0.168096E+04   0.193857E+02   0.376240E-01  -0.411819E+02
   426   0.168535E+04   0.192762E+02   0.377457E-01  -0.425583E+02
   427   0.169001E+04   0.191638E+02   0.378681E-01  -0.439087E+02
   428   0.169496E+04   0.190484E+02   0.379915E-01  -0.452329E+02
   429   0.170016E+04   0.189301E+02   0.381157E-01  -0.465304E+02
   430   0.170561E+04   0.188090E+02   0.382408E-01  -0.478008E+02
   431   0.171132E+04   0.186853E+02   0.383668E-01  -0.490436E+02
   432   0.171727E+04   0.185589E+02   0.384937E-01  -0.502586E+02
   433   0.172347E+04   0.184299E+02   0.386214E-01  -0.514451E+02
   434   0.172990E+04   0.182984E+02   0.387500E-01  -0.526030E+02
   435   0.173656E+04   0.181644E+02   0.388796E-01  -0.537316E+02
   436   0.174345E+04   0.180279E+02   0.390100E-01  -0.548305E+02
   437   0.175055E+04   0.178891E+02   0.391412E-01  -0.558995E+02
   438   0.175787E+04   0.177480E+02   0.392734E-01  -0.569380E+02
   439   0.176541E+04   0.176046E+02   0.394064E-01  -0.579456E+02
   440   0.177314E+04   0.174590E+02   0.395403E-01  -0.589223E+02
   441   0.178106E+04   0.173114E+02   0.396750E-01  -0.598675E+02
   442   0.178917E+04   0.171618E+02   0.398106E-01  -0.607812E+02
   443   0.179744E+04   0.170102E+02   0.399471E-01  -0.616627E+02
   444   0.180589E+04   0.168568E+02   0.400844E-01  -0.625120E+02
   445   0.181448E+04   0.167015E+02   0.402225E-01  -0.633289E+02
   446   0.182323E+04   0.165447E+02   0.403615E-01  -0.641129E+02
   447   0.183212E+04   0.163862E+02   0.405012E-01  -0.648642E+02
   448   0.184116E+04   0.162262E+02   0.406418E-01  -0.655825E+02
   449   0.185033E+04   0.160648E+02   0.407832E-01  -0.662678E+02
   450   0.185963E+04   0.159021E+02   0.409254E-01  -0.669200E+02
   451   0.186906E+04   0.157381E+02   0.410683E-01  -0.675390E+02
   452   0.187862E+04   0.155729E+02   0.412121E-01  -0.681245E+02
   453   0.188829E+04   0.154067E+02   0.413565E-01  -0.686764E+02
   454   0.189806E+04   0.152395E+02   0.415018E-01  -0.691945E+02
   455   0.190793E+04   0.150713E+02   0.416477E-01  -0.696786E+02
   456   0.191788E+04   0.149023E+02   0.417944E-01  -0.701285E+02
   457   0.192791E+04   0.147326E+02   0.419418E-01  -0.705440E+02
   458   0.193800E+04   0.145622E+02   0.420899E-01  -0.709248E+02
   459   0.194815E+04   0.143912E+02   0.422386E-01  -0.712710E+02
   460   0.195835E+04   0.142197E+02   0.423880E-01  -0.715826E+02
   461   0.196860E+04   0.140478E+02   0.425381E-01  -0.718589E+02
   462   0.197890E+04   0.138757E+02   0.426888E-01  -0.721021E+02
   463   0.198923E+04   0.137034E+02   0.428402E-01  -0.723108E+02
   464   0.199961E+04   0.135311E+02   0.429921E-01  -0.724855E+02
   465   0.201002E+04   0.133588E+02   0.431446E-01  -0.726264E+02
   466   0.202046E+04   0.131867E+02   0.432977E-01  -0.727342E+02
   467   0.203092E+04   0.130148E+02   0.434514E-01  -0.728081E+02
   468   0.204139E+04   0.128432E+02   0.436056E-01  -0.728488E+02
   469   0.205187E+04   0.126721E+02   0.437604E-01  -0.728563E+02
   470   0.206234E+04   0.125015E+02   0.439157E-01  -0.728306E+02
   471   0.207280E+04   0.123314E+02   0.440715E-01  -0.727710E+02
   472   0.208323E+04   0.121622E+02   0.442277E-01  -0.726789E+02
   473   0.209363E+04   0.119937E+02   0.443844E-01  -0.725529E+02
   474   0.210399E+04   0.118260E+02   0.445416E-01  -0.723951E+02
   475   0.211431E+04   0.116593E+02   0.446992E-01  -0.722040E+02
   476   0.212459E+04   0.114938E+02   0.448572E-01  -0.719804E+02
   477   0.213482E+04   0.113294E+02   0.450157E-01  -0.717250E+02
   478   0.214500E+04   0.111663E+02   0.451745E-01  -0.714378E+02
   479   0.215513E+04   0.110045E+02   0.453336E-01  -0.711198E+02
   480   0.216519E+04   0.108443E+02   0.454932E-01  -0.707703E+02
   481   0.217519E+04   0.106855E+02   0.456530E-01  -0.703902E+02
   482   0.218511E+04   0.105285E+02   0.458132E-01  -0.699797E+02
   483   0.219496E+04   0.103732E+02   0.459736E-01  -0.695391E+02
   484   0.220472E+04   0.102198E+02   0.461343E-01  -0.690688E+02
   485   0.221437E+04   0.100683E+02   0.462953E-01  -0.685691E+02
   486   0.222392E+04   0.991881E+01   0.464565E-01  -0.680404E+02
   487   0.223336E+04   0.977140E+01   0.466179E-01  -0.674830E+02
   488   0.224269E+04   0.962627E+01   0.467796E-01  -0.668974E+02
   489   0.225190E+04   0.948335E+01   0.469414E-01  -0.662841E+02
   490   0.226099E+04   0.934285E+01   0.471033E-01  -0.656434E+02
   491   0.226995E+04   0.920485E+01   0.472654E-01  -0.649760E+02
   492   0.227879E+04   0.906932E+01   0.474276E-01  -0.642823E+02
   493   0.228750E+04   0.893642E+01   0.475899E-01  -0.635628E+02
   494   0.229608E+04   0.880628E+01   0.477522E-01  -0.628179E+02
   495   0.230452E+04   0.867898E+01   0.479146E-01  -0.620483E+02
   496   0.231283E+04   0.855450E+01   0.480771E-01  -0.612542E+02
   497   0.232098E+04   0.843298E+01   0.482395E-01  -0.604363E+02
   498   0.232898E+04   0.831450E+01   0.484019E-01  -0.595952E+02
   499   0.233682E+04   0.819912E+01   0.485643E-01  -0.587313E+02
   500   0.234449E+04   0.808698E+01   0.487266E-01  -0.578451E+02
   501   0.235199E+04   0.797808E+01   0.488888E-01  -0.569372E+02
   502   0.235932E+04   0.787255E+01   0.490509E-01  -0.560082E+02
   503   0.236646E+04   0.777041E+01   0.492128E-01  -0.550587E+02
   504   0.237343E+04   0.767185E+01   0.493746E-01  -0.540894E+02
   505   0.238022E+04   0.757682E+01   0.495362E-01  -0.531009E+02
   506   0.238682E+04   0.748545E+01   0.496976E-01  -0.520939E+02
   507   0.239325E+04   0.739783E+01   0.498587E-01  -0.510689E+02
   508   0.239948E+04   0.731403E+01   0.500196E-01  -0.500267E+02
   509   0.240552E+04   0.723411E+01   0.501802E-01  -0.489680E+02
   510   0.241138E+04   0.715813E+01   0.503405E-01  -0.478933E+02
   511   0.241704E+04   0.708614E+01   0.505004E-01  -0.468033E+02
   512   0.242250E+04   0.701821E+01   0.506599E-01  -0.456987E+02
   513   0.242777E+04   0.695440E+01   0.508191E-01  -0.445801E+02
   514   0.243283E+04   0.689477E+01   0.509778E-01  -0.434481E+02
   515   0.243770E+04   0.683937E+01   0.511361E-01  -0.423034E+02
   516   0.244236E+04   0.678827E+01   0.512940E-01  -0.411468E+02
   517   0.244681E+04   0.674150E+01   0.514513E-01  -0.399788E+02
   518   0.245104E+04   0.669912E+01   0.516081E-01  -0.388002E+02
   519   0.245506E+04   0.666119E+01   0.517643E-01  -0.376116E+02
   520   0.245886E+04   0.662774E+01   0.519200E-01  -0.364138E+02
   521   0.246245E+04   0.659884E+01   0.520751E-01  -0.352075E+02
   522   0.246580E+04   0.657453E+01   0.522296E-01  -0.339933E+02
   523   0.246893E+04   0.655484E+01   0.523834E-01  -0.327719E+02
   524   0.247184E+04   0.653981E+01   0.525365E-01  -0.315440E+02
   525   0.247452E+04   0.652947E+01   0.526890E-01  -0.303103E+02
   526   0.247698E+04   0.652384E+01   0.528407E-01  -0.290715E+02
   527   0.247922E+04   0.652296E+01   0.529917E-01  -0.278283E+02
   528   0.248124E+04   0.652687E+01   0.531420E-01  -0.265814E+02
   529   0.248303E+04   0.653558E+01   0.532914E-01  -0.253314E+02
   530   0.248460E+04   0.654911E+01   0.534400E-01  -0.240792E+02
   531   0.248594E+04   0.656750E+01   0.535879E-01  -0.228254E+02
   532   0.248707E+04   0.659075E+01   0.537348E-01  -0.215709E+02
   533   0.248797E+04   0.661888E+01   0.538809E-01  -0.203163E+02
   534   0.248865E+04   0.665192E+01   0.540261E-01  -0.190625E+02
   535   0.248910E+04   0.668988E+01   0.541704E-01  -0.178101E+02
   536   0.248932E+04   0.673278E+01   0.543138E-01  -0.165600E+02
   537   0.248933E+04   0.678061E+01   0.544563E-01  -0.153127E+02
   538   0.248912E+04   0.683340E+01   0.545977E-01  -0.140691E+02
   539   0.248868E+04   0.689113E+01   0.547382E-01  -0.128298E+02
   540   0.248802E+04   0.695380E+01   0.548777E-01  -0.115955E+02
   541   0.248715E+04   0.702144E+01   0.550162E-01  -0.103670E+02
   542   0.248606E+04   0.709402E+01   0.551537E-01  -0.914483E+01
   543   0.248474E+04   0.717155E+01   0.552901E-01  -0.792977E+01
   544   0.248322E+04   0.725402E+01   0.554255E-01  -0.672248E+01
   545   0.248149E+04   0.734141E+01   0.555598E-01  -0.552358E+01
   546   0.247954E+04   0.743371E+01   0.556931E-01  -0.433370E+01
   547   0.247738E+04   0.753091E+01   0.558252E-01  -0.315350E+01
   548   0.247501E+04   0.763291E+01   0.559562E-01  -0.198360E+01
   549   0.247243E+04   0.773987E+01   0.560861E-01  -0.824647E+00
   550   0.246965E+04   0.785157E+01   0.562149E-01   0.322718E+00
   551   0.246666E+04   0.796815E+01   0.563426E-01   0.145783E+01
   552   0.246347E+04   0.808946E+01   0.564691E-01   0.258001E+01
   553   0.246009E+04   0.821551E+01   0.565944E-01   0.368856E+01
   554   0.245651E+04   0.834631E+01   0.567186E-01   0.478281E+01
   555   0.245274E+04   0.848179E+01   0.568415E-01   0.586207E+01
   556   0.244877E+04   0.862194E+01   0.569633E-01   0.692564E+01
   557   0.244463E+04   0.876670E+01   0.570840E-01   0.797291E+01
   558   0.244030E+04   0.891608E+01   0.572034E-01   0.900316E+01
   559   0.243579E+04   0.907001E+01   0.573216E-01   0.100159E+02
   560   0.243109E+04   0.922848E+01   0.574385E-01   0.110105E+02
   561   0.242623E+04   0.939136E+01   0.575543E-01   0.119863E+02
   562   0.242119E+04   0.955873E+01   0.576688E-01   0.129429E+02
   563   0.241597E+04   0.973044E+01   0.577821E-01   0.138795E+02
   564   0.241060E+04   0.990650E+01   0.578942E-01   0.147957E+02
   565   0.240505E+04   0.100868E+02   0.580050E-01   0.156909E+02
   566   0.239934E+04   0.102715E+02   0.581145E-01   0.165646E+02
   567   0.239347E+04   0.104601E+02   0.582228E-01   0.174163E+02
   568   0.238744E+04   0.106530E+02   0.583299E-01   0.182454E+02
   569   0.238126E+04   0.108499E+02   0.584357E-01   0.190516E+02
   570   0.237492E+04   0.110507E+02   0.585402E-01   0.198343E+02
   571   0.236843E+04   0.112555E+02   0.586434E-01   0.205929E+02
   572   0.236180E+04   0.114641E+02   0.587454E-01   0.213272E+02
   573   0.235503E+04   0.116765E+02   0.588460E-01   0.220367E+02
   574   0.234811E+04   0.118927E+02   0.589455E-01   0.227210E+02
   575   0.234108E+04   0.121124E+02   0.590436E-01   0.233799E+02
   576   0.233391E+04   0.123357E+02   0.591404E-01   0.240128E+02
   577   0.232663E+04   0.125625E+02   0.592360E-01   0.246194E+02
   578   0.231923E+04   0.127927E+02   0.593303E-01   0.251993E+02
   579   0.231171E+04   0.130263E+02   0.594233E-01   0.257523E+02
   580   0.230409E+04   0.132630E+02   0.595150E-01   0.262780E+02
   581   0.229637E+04   0.135030E+02   0.596054E-01   0.267759E+02
   582   0.228855E+04   0.137460E+02   0.596945E-01   0.272456E+02
   583   0.228063E+04   0.139920E+02   0.597824E-01   0.276871E+02
   584   0.227262E+04   0.142409E+02   0.598690E-01   0.280997E+02
   585   0.226453E+04   0.144926E+02   0.599543E-01   0.284833E+02
   586   0.225635E+04   0.147470E+02   0.600383E-01   0.288375E+02
   587   0.224809E+04   0.150041E+02   0.601211E-01   0.291622E+02
   588   0.223977E+04   0.152637E+02   0.602026E-01   0.294571E+02
   589   0.223136E+04   0.155257E+02   0.602829E-01   0.297221E+02
   590   0.222290E+04   0.157900E+02   0.603619E-01   0.299567E+02
   591   0.221438E+04   0.160566E+02   0.604396E-01   0.301610E+02
   592   0.220580E+04   0.163254E+02   0.605161E-01   0.303346E+02
   593   0.219717E+04   0.165961E+02   0.605914E-01   0.304774E+02
   594   0.218849E+04   0.168689E+02   0.606654E-01   0.305893E+02
   595   0.217977E+04   0.171434E+02   0.607383E-01   0.306702E+02
   596   0.217101E+04   0.174196E+02   0.608099E-01   0.307200E+02
   597   0.216222E+04   0.176975E+02   0.608803E-01   0.307384E+02
   598   0.215339E+04   0.179768E+02   0.609495E-01   0.307255E+02
   599   0.214454E+04   0.182576E+02   0.610176E-01   0.306811E+02
   600   0.213566E+04   0.185397E+02   0.610845E-01   0.306052E+02
   601   0.212678E+04   0.188229E+02   0.611502E-01   0.304978E+02
   602   0.211787E+04   0.191072E+02   0.612148E-01   0.303590E+02
   603   0.210896E+04   0.193925E+02   0.612783E-01   0.301886E+02
   604   0.210004E+04   0.196787E+02   0.613407E-01   0.299867E+02
   605   0.209112E+04   0.199655E+02   0.614019E-01   0.297532E+02
   606   0.208221E+04   0.202530E+02   0.614621E-01   0.294882E+02
   607   0.207330E+04   0.205411E+02   0.615212E-01   0.291916E+02
   608   0.206441E+04   0.208295E+02   0.615793E-01   0.288636E+02
   609   0.205554E+04   0.211182E+02   0.616364E-01   0.285042E+02
   610   0.204669E+04   0.214071E+02   0.616924E-01   0.281134E+02
   611   0.203787E+04   0.216959E+02   0.617474E-01   0.276913E+02
   612   0.202908E+04   0.219847E+02   0.618015E-01   0.272379E+02
   613   0.202032E+04   0.222733E+02   0.618546E-01   0.267534E+02
   614   0.201161E+04   0.225616E+02   0.619068E-01   0.262379E+02
   615   0.200293E+04   0.228495E+02   0.619580E-01   0.256917E+02
   616   0.199431E+04   0.231368E+02   0.620084E-01   0.251151E+02
   617   0.198574E+04   0.234235E+02   0.620579E-01   0.245082E+02
   618   0.197724E+04   0.237096E+02   0.621065E-01   0.238713E+02
   619   0.196879E+04   0.239947E+02   0.621543E-01   0.232046E+02
   620   0.196041E+04   0.242790E+02   0.622013E-01   0.225085E+02
   621   0.195211E+04   0.245622E+02   0.622476E-01   0.217831E+02
   622   0.194388E+04   0.248443E+02   0.622930E-01   0.210287E+02
   623   0.193572E+04   0.251251E+02   0.623377E-01   0.202456E+02
   624   0.192765E+04   0.254045E+02   0.623817E-01   0.194341E+02
   625   0.191967E+04   0.256824E+02   0.624250E-01   0.185942E+02
   626   0.191178E+04   0.259587E+02   0.624676E-01   0.177265E+02
   627   0.190398E+04   0.262332E+02   0.625096E-01   0.168311E+02
   628   0.189629E+04   0.265058E+02   0.625510E-01   0.159083E+02
   629   0.188869E+04   0.267765E+02   0.625917E-01   0.149586E+02
   630   0.188120E+04   0.270451E+02   0.626319E-01   0.139824E+02
   631   0.187381E+04   0.273115E+02   0.626715E-01   0.129799E+02
   632   0.186653E+04   0.275757E+02   0.627106E-01   0.119517E+02
   633   0.185938E+04   0.278374E+02   0.627492E-01   0.108980E+02
   634   0.185233E+04   0.280966E+02   0.627874E-01   0.981934E+01
   635   0.184541E+04   0.283532E+02   0.628250E-01   0.871610E+01
   636   0.183862E+04   0.286071E+02   0.628622E-01   0.758873E+01
   637   0.183195E+04   0.288582E+02   0.628991E-01   0.643772E+01
   638   0.182541E+04   0.291063E+02   0.629355E-01   0.526352E+01
   639   0.181901E+04   0.293515E+02   0.629715E-01   0.406659E+01
   640   0.181274E+04   0.295935E+02   0.630073E-01   0.284739E+01
   641   0.180661E+04   0.298324E+02   0.630427E-01   0.160640E+01
   642   0.180062E+04   0.300679E+02   0.630778E-01   0.344157E+00
   643   0.179478E+04   0.303000E+02   0.631127E-01  -0.938803E+00
   644   0.178907E+04   0.305287E+02   0.631473E-01  -0.224192E+01
   645   0.178352E+04   0.307537E+02   0.631816E-01  -0.356465E+01
   646   0.177813E+04   0.309749E+02   0.632158E-01  -0.490647E+01
   647   0.177288E+04   0.311924E+02   0.632498E-01  -0.626674E+01
   648   0.176779E+04   0.314058E+02   0.632837E-01  -0.764505E+01
   649   0.176285E+04   0.316154E+02   0.633174E-01  -0.904065E+01
   650   0.175808E+04   0.318208E+02   0.633510E-01  -0.104530E+02
   651   0.175347E+04   0.320221E+02   0.633845E-01  -0.118816E+02
   652   0.174901E+04   0.322193E+02   0.634180E-01  -0.133256E+02
   653   0.174472E+04   0.324123E+02   0.634514E-01  -0.147846E+02
   654   0.174061E+04   0.326009E+02   0.634848E-01  -0.162579E+02
   655   0.173667E+04   0.327852E+02   0.635181E-01  -0.177450E+02
   656   0.173289E+04   0.329650E+02   0.635516E-01  -0.192451E+02
   657   0.172928E+04   0.331404E+02   0.635850E-01  -0.207577E+02
   658   0.172585E+04   0.333112E+02   0.636185E-01  -0.222820E+02
   659   0.172260E+04   0.334773E+02   0.636521E-01  -0.238175E+02
   660   0.171953E+04   0.336386E+02   0.636859E-01  -0.253634E+02
   661   0.171663E+04   0.337952E+02   0.637197E-01  -0.269191E+02
   662   0.171391E+04   0.339467E+02   0.637537E-01  -0.284841E+02
   663   0.171137E+04   0.340934E+02   0.637879E-01  -0.300574E+02
   664   0.170902E+04   0.342350E+02   0.638223E-01  -0.316386E+02
   665   0.170684E+04   0.343715E+02   0.638568E-01  -0.332269E+02
   666   0.170485E+04   0.345029E+02   0.638917E-01  -0.348216E+02
   667   0.170304E+04   0.346292E+02   0.639268E-01  -0.364221E+02
   668   0.170142E+04   0.347501E+02   0.639621E-01  -0.380276E+02
   669   0.169997E+04   0.348658E+02   0.639978E-01  -0.396376E+02
   670   0.169872E+04   0.349762E+02   0.640338E-01  -0.412513E+02
   671   0.169765E+04   0.350812E+02   0.640701E-01  -0.428680E+02
   672   0.169677E+04   0.351807E+02   0.641068E-01  -0.444871E+02
   673   0.169607E+04   0.352749E+02   0.641439E-01  -0.461078E+02
